minimo {99999,-99999}
minimo {31269,-31269}
minimo {31268,-31268}
minimo {31267,-31267}
minimo {31266,-31266}
minimo {31265,-31265}
minimo {31264,-31264}
minimo {31263,-31263}
minimo {31262,-31262}
minimo {31261,-31261}
minimo {31260,-31260}
minimo {31259,-31259}
minimo {31258,-31258}
minimo {31257,-31257}
minimo {31256,-31256}
minimo {31255,-31255}
minimo {31254,-31254}
minimo {31253,-31253}
minimo {31252,-31252}
minimo {31251,-31251}
minimo {31250,-31250}
minimo {31249,-31249}
minimo {31248,-31248}
minimo {31247,-31247}
minimo {31246,-31246}
minimo {31245,-31245}
minimo {31244,-31244}
minimo {31243,-31243}
minimo {31242,-31242}
minimo {31241,-31241}
minimo {31240,-31240}
minimo {31239,-31239}
minimo {31238,-31238}
minimo {31237,-31237}
minimo {31236,-31236}
minimo {31235,-31235}
minimo {31234,-31234}
minimo {31233,-31233}
minimo {31232,-31232}
minimo {31231,-31231}
minimo {31230,-31230}
minimo {31229,-31229}
minimo {31228,-31228}
minimo {31227,-31227}
minimo {31226,-31226}
minimo {31225,-31225}
minimo {31224,-31224}
minimo {31223,-31223}
minimo {31222,-31222}
minimo {31221,-31221}
minimo {31220,-31220}
minimo {31219,-31219}
minimo {31218,-31218}
minimo {31217,-31217}
minimo {31216,-31216}
minimo {31215,-31215}
minimo {31214,-31214}
minimo {31213,-31213}
minimo {31212,-31212}
minimo {31211,-31211}
minimo {31210,-31210}
minimo {31209,-31209}
minimo {31208,-31208}
minimo {31207,-31207}
minimo {31206,-31206}
minimo {31205,-31205}
minimo {31204,-31204}
minimo {31203,-31203}
minimo {31202,-31202}
minimo {31201,-31201}
minimo {31200,-31200}
minimo {31199,-31199}
minimo {31198,-31198}
minimo {31197,-31197}
minimo {31196,-31196}
minimo {31195,-31195}
minimo {31194,-31194}
minimo {31193,-31193}
minimo {31192,-31192}
minimo {31191,-31191}
minimo {31190,-31190}
minimo {31189,-31189}
minimo {31188,-31188}
minimo {31187,-31187}
minimo {31186,-31186}
minimo {31185,-31185}
minimo {31184,-31184}
minimo {31183,-31183}
minimo {31182,-31182}
minimo {31181,-31181}
minimo {31180,-31180}
minimo {31179,-31179}
minimo {31178,-31178}
minimo {31177,-31177}
minimo {31176,-31176}
minimo {31175,-31175}
minimo {31174,-31174}
minimo {31173,-31173}
minimo {31172,-31172}
minimo {31171,-31171}
minimo {31170,-31170}
minimo {31169,-31169}
minimo {31168,-31168}
minimo {31167,-31167}
minimo {31166,-31166}
minimo {31165,-31165}
minimo {31164,-31164}
minimo {31163,-31163}
minimo {31162,-31162}
minimo {31161,-31161}
minimo {31160,-31160}
minimo {31159,-31159}
minimo {31158,-31158}
minimo {31157,-31157}
minimo {31156,-31156}
minimo {31155,-31155}
minimo {31154,-31154}
minimo {31153,-31153}
minimo {31152,-31152}
minimo {31151,-31151}
minimo {31150,-31150}
minimo {31149,-31149}
minimo {31148,-31148}
minimo {31147,-31147}
minimo {31146,-31146}
minimo {31145,-31145}
minimo {31144,-31144}
minimo {31143,-31143}
minimo {31142,-31142}
minimo {31141,-31141}
minimo {31140,-31140}
minimo {31139,-31139}
minimo {31138,-31138}
minimo {31137,-31137}
minimo {31136,-31136}
minimo {31135,-31135}
minimo {31134,-31134}
minimo {31133,-31133}
minimo {31132,-31132}
minimo {31131,-31131}
minimo {31130,-31130}
minimo {31129,-31129}
minimo {31128,-31128}
minimo {31127,-31127}
minimo {31126,-31126}
minimo {31125,-31125}
minimo {31124,-31124}
minimo {31123,-31123}
minimo {31122,-31122}
minimo {31121,-31121}
minimo {31120,-31120}
minimo {31119,-31119}
minimo {31118,-31118}
minimo {31117,-31117}
minimo {31116,-31116}
minimo {31115,-31115}
minimo {31114,-31114}
minimo {31113,-31113}
minimo {31112,-31112}
minimo {31111,-31111}
minimo {31110,-31110}
minimo {31109,-31109}
minimo {31108,-31108}
minimo {31107,-31107}
minimo {31106,-31106}
minimo {31105,-31105}
minimo {31104,-31104}
minimo {31103,-31103}
minimo {31102,-31102}
minimo {31101,-31101}
minimo {31100,-31100}
minimo {31099,-31099}
minimo {31098,-31098}
minimo {31097,-31097}
minimo {31096,-31096}
minimo {31095,-31095}
minimo {31094,-31094}
minimo {31093,-31093}
minimo {31092,-31092}
minimo {31091,-31091}
minimo {31090,-31090}
minimo {31089,-31089}
minimo {31088,-31088}
minimo {31087,-31087}
minimo {31086,-31086}
minimo {31085,-31085}
minimo {31084,-31084}
minimo {31083,-31083}
minimo {31082,-31082}
minimo {31081,-31081}
minimo {31080,-31080}
minimo {31079,-31079}
minimo {31078,-31078}
minimo {31077,-31077}
minimo {31076,-31076}
minimo {31075,-31075}
minimo {31074,-31074}
minimo {31073,-31073}
minimo {31072,-31072}
minimo {31071,-31071}
minimo {31070,-31070}
minimo {31069,-31069}
minimo {31068,-31068}
minimo {31067,-31067}
minimo {31066,-31066}
minimo {31065,-31065}
minimo {31064,-31064}
minimo {31063,-31063}
minimo {31062,-31062}
minimo {31061,-31061}
minimo {31060,-31060}
minimo {31059,-31059}
minimo {31058,-31058}
minimo {31057,-31057}
minimo {31056,-31056}
minimo {31055,-31055}
minimo {31054,-31054}
minimo {31053,-31053}
minimo {31052,-31052}
minimo {31051,-31051}
minimo {31050,-31050}
minimo {31049,-31049}
minimo {31048,-31048}
minimo {31047,-31047}
minimo {31046,-31046}
minimo {31045,-31045}
minimo {31044,-31044}
minimo {31043,-31043}
minimo {31042,-31042}
minimo {31041,-31041}
minimo {31040,-31040}
minimo {31039,-31039}
minimo {31038,-31038}
minimo {31037,-31037}
minimo {31036,-31036}
minimo {31035,-31035}
minimo {31034,-31034}
minimo {31033,-31033}
minimo {31032,-31032}
minimo {31031,-31031}
minimo {31030,-31030}
minimo {31029,-31029}
minimo {31028,-31028}
minimo {31027,-31027}
minimo {31026,-31026}
minimo {31025,-31025}
minimo {31024,-31024}
minimo {31023,-31023}
minimo {31022,-31022}
minimo {31021,-31021}
minimo {31020,-31020}
minimo {31019,-31019}
minimo {31018,-31018}
minimo {31017,-31017}
minimo {31016,-31016}
minimo {31015,-31015}
minimo {31014,-31014}
minimo {31013,-31013}
minimo {31012,-31012}
minimo {31011,-31011}
minimo {31010,-31010}
minimo {31009,-31009}
minimo {31008,-31008}
minimo {31007,-31007}
minimo {31006,-31006}
minimo {31005,-31005}
minimo {31004,-31004}
minimo {31003,-31003}
minimo {31002,-31002}
minimo {31001,-31001}
minimo {31000,-31000}
minimo {30999,-30999}
minimo {30998,-30998}
minimo {30997,-30997}
minimo {30996,-30996}
minimo {30995,-30995}
minimo {30994,-30994}
minimo {30993,-30993}
minimo {30992,-30992}
minimo {30991,-30991}
minimo {30990,-30990}
minimo {30989,-30989}
minimo {30988,-30988}
minimo {30987,-30987}
minimo {30986,-30986}
minimo {30985,-30985}
minimo {30984,-30984}
minimo {30983,-30983}
minimo {30982,-30982}
minimo {30981,-30981}
minimo {30980,-30980}
minimo {30979,-30979}
minimo {30978,-30978}
minimo {30977,-30977}
minimo {30976,-30976}
minimo {30975,-30975}
minimo {30974,-30974}
minimo {30973,-30973}
minimo {30972,-30972}
minimo {30971,-30971}
minimo {30970,-30970}
minimo {30969,-30969}
minimo {30968,-30968}
minimo {30967,-30967}
minimo {30966,-30966}
minimo {30965,-30965}
minimo {30964,-30964}
minimo {30963,-30963}
minimo {30962,-30962}
minimo {30961,-30961}
minimo {30960,-30960}
minimo {30959,-30959}
minimo {30958,-30958}
minimo {30957,-30957}
minimo {30956,-30956}
minimo {30955,-30955}
minimo {30954,-30954}
minimo {30953,-30953}
minimo {30952,-30952}
minimo {30951,-30951}
minimo {30950,-30950}
minimo {30949,-30949}
minimo {30948,-30948}
minimo {30947,-30947}
minimo {30946,-30946}
minimo {30945,-30945}
minimo {30944,-30944}
minimo {30943,-30943}
minimo {30942,-30942}
minimo {30941,-30941}
minimo {30940,-30940}
minimo {30939,-30939}
minimo {30938,-30938}
minimo {30937,-30937}
minimo {30936,-30936}
minimo {30935,-30935}
minimo {30934,-30934}
minimo {30933,-30933}
minimo {30932,-30932}
minimo {30931,-30931}
minimo {30930,-30930}
minimo {30929,-30929}
minimo {30928,-30928}
minimo {30927,-30927}
minimo {30926,-30926}
minimo {30925,-30925}
minimo {30924,-30924}
minimo {30923,-30923}
minimo {30922,-30922}
minimo {30921,-30921}
minimo {30920,-30920}
minimo {30919,-30919}
minimo {30918,-30918}
minimo {30917,-30917}
minimo {30916,-30916}
minimo {30915,-30915}
minimo {30914,-30914}
minimo {30913,-30913}
minimo {30912,-30912}
minimo {30911,-30911}
minimo {30910,-30910}
minimo {30909,-30909}
minimo {30908,-30908}
minimo {30907,-30907}
minimo {30906,-30906}
minimo {30905,-30905}
minimo {30904,-30904}
minimo {30903,-30903}
minimo {30902,-30902}
minimo {30901,-30901}
minimo {30900,-30900}
minimo {30899,-30899}
minimo {30898,-30898}
minimo {30897,-30897}
minimo {30896,-30896}
minimo {30895,-30895}
minimo {30894,-30894}
minimo {30893,-30893}
minimo {30892,-30892}
minimo {30891,-30891}
minimo {30890,-30890}
minimo {30889,-30889}
minimo {30888,-30888}
minimo {30887,-30887}
minimo {30886,-30886}
minimo {30885,-30885}
minimo {30884,-30884}
minimo {30883,-30883}
minimo {30882,-30882}
minimo {30881,-30881}
minimo {30880,-30880}
minimo {30879,-30879}
minimo {30878,-30878}
minimo {30877,-30877}
minimo {30876,-30876}
minimo {30875,-30875}
minimo {30874,-30874}
minimo {30873,-30873}
minimo {30872,-30872}
minimo {30871,-30871}
minimo {30870,-30870}
minimo {30869,-30869}
minimo {30868,-30868}
minimo {30867,-30867}
minimo {30866,-30866}
minimo {30865,-30865}
minimo {30864,-30864}
minimo {30863,-30863}
minimo {30862,-30862}
minimo {30861,-30861}
minimo {30860,-30860}
minimo {30859,-30859}
minimo {30858,-30858}
minimo {30857,-30857}
minimo {30856,-30856}
minimo {30855,-30855}
minimo {30854,-30854}
minimo {30853,-30853}
minimo {30852,-30852}
minimo {30851,-30851}
minimo {30850,-30850}
minimo {30849,-30849}
minimo {30848,-30848}
minimo {30847,-30847}
minimo {30846,-30846}
minimo {30845,-30845}
minimo {30844,-30844}
minimo {30843,-30843}
minimo {30842,-30842}
minimo {30841,-30841}
minimo {30840,-30840}
minimo {30839,-30839}
minimo {30838,-30838}
minimo {30837,-30837}
minimo {30836,-30836}
minimo {30835,-30835}
minimo {30834,-30834}
minimo {30833,-30833}
minimo {30832,-30832}
minimo {30831,-30831}
minimo {30830,-30830}
minimo {30829,-30829}
minimo {30828,-30828}
minimo {30827,-30827}
minimo {30826,-30826}
minimo {30825,-30825}
minimo {30824,-30824}
minimo {30823,-30823}
minimo {30822,-30822}
minimo {30821,-30821}
minimo {30820,-30820}
minimo {30819,-30819}
minimo {30818,-30818}
minimo {30817,-30817}
minimo {30816,-30816}
minimo {30815,-30815}
minimo {30814,-30814}
minimo {30813,-30813}
minimo {30812,-30812}
minimo {30811,-30811}
minimo {30810,-30810}
minimo {30809,-30809}
minimo {30808,-30808}
minimo {30807,-30807}
minimo {30806,-30806}
minimo {30805,-30805}
minimo {30804,-30804}
minimo {30803,-30803}
minimo {30802,-30802}
minimo {30801,-30801}
minimo {30800,-30800}
minimo {30799,-30799}
minimo {30798,-30798}
minimo {30797,-30797}
minimo {30796,-30796}
minimo {30795,-30795}
minimo {30794,-30794}
minimo {30793,-30793}
minimo {30792,-30792}
minimo {30791,-30791}
minimo {30790,-30790}
minimo {30789,-30789}
minimo {30788,-30788}
minimo {30787,-30787}
minimo {30786,-30786}
minimo {30785,-30785}
minimo {30784,-30784}
minimo {30783,-30783}
minimo {30782,-30782}
minimo {30781,-30781}
minimo {30780,-30780}
minimo {30779,-30779}
minimo {30778,-30778}
minimo {30777,-30777}
minimo {30776,-30776}
minimo {30775,-30775}
minimo {30774,-30774}
minimo {30773,-30773}
minimo {30772,-30772}
minimo {30771,-30771}
minimo {30770,-30770}
minimo {30769,-30769}
minimo {30768,-30768}
minimo {30767,-30767}
minimo {30766,-30766}
minimo {30765,-30765}
minimo {30764,-30764}
minimo {30763,-30763}
minimo {30762,-30762}
minimo {30761,-30761}
minimo {30760,-30760}
minimo {30759,-30759}
minimo {30758,-30758}
minimo {30757,-30757}
minimo {30756,-30756}
minimo {30755,-30755}
minimo {30754,-30754}
minimo {30753,-30753}
minimo {30752,-30752}
minimo {30751,-30751}
minimo {30750,-30750}
minimo {30749,-30749}
minimo {30748,-30748}
minimo {30747,-30747}
minimo {30746,-30746}
minimo {30745,-30745}
minimo {30744,-30744}
minimo {30743,-30743}
minimo {30742,-30742}
minimo {30741,-30741}
minimo {30740,-30740}
minimo {30739,-30739}
minimo {30738,-30738}
minimo {30737,-30737}
minimo {30736,-30736}
minimo {30735,-30735}
minimo {30734,-30734}
minimo {30733,-30733}
minimo {30732,-30732}
minimo {30731,-30731}
minimo {30730,-30730}
minimo {30729,-30729}
minimo {30728,-30728}
minimo {30727,-30727}
minimo {30726,-30726}
minimo {30725,-30725}
minimo {30724,-30724}
minimo {30723,-30723}
minimo {30722,-30722}
minimo {30721,-30721}
minimo {30720,-30720}
minimo {30719,-30719}
minimo {30718,-30718}
minimo {30717,-30717}
minimo {30716,-30716}
minimo {30715,-30715}
minimo {30714,-30714}
minimo {30713,-30713}
minimo {30712,-30712}
minimo {30711,-30711}
minimo {30710,-30710}
minimo {30709,-30709}
minimo {30708,-30708}
minimo {30707,-30707}
minimo {30706,-30706}
minimo {30705,-30705}
minimo {30704,-30704}
minimo {30703,-30703}
minimo {30702,-30702}
minimo {30701,-30701}
minimo {30700,-30700}
minimo {30699,-30699}
minimo {30698,-30698}
minimo {30697,-30697}
minimo {30696,-30696}
minimo {30695,-30695}
minimo {30694,-30694}
minimo {30693,-30693}
minimo {30692,-30692}
minimo {30691,-30691}
minimo {30690,-30690}
minimo {30689,-30689}
minimo {30688,-30688}
minimo {30687,-30687}
minimo {30686,-30686}
minimo {30685,-30685}
minimo {30684,-30684}
minimo {30683,-30683}
minimo {30682,-30682}
minimo {30681,-30681}
minimo {30680,-30680}
minimo {30679,-30679}
minimo {30678,-30678}
minimo {30677,-30677}
minimo {30676,-30676}
minimo {30675,-30675}
minimo {30674,-30674}
minimo {30673,-30673}
minimo {30672,-30672}
minimo {30671,-30671}
minimo {30670,-30670}
minimo {30669,-30669}
minimo {30668,-30668}
minimo {30667,-30667}
minimo {30666,-30666}
minimo {30665,-30665}
minimo {30664,-30664}
minimo {30663,-30663}
minimo {30662,-30662}
minimo {30661,-30661}
minimo {30660,-30660}
minimo {30659,-30659}
minimo {30658,-30658}
minimo {30657,-30657}
minimo {30656,-30656}
minimo {30655,-30655}
minimo {30654,-30654}
minimo {30653,-30653}
minimo {30652,-30652}
minimo {30651,-30651}
minimo {30650,-30650}
minimo {30649,-30649}
minimo {30648,-30648}
minimo {30647,-30647}
minimo {30646,-30646}
minimo {30645,-30645}
minimo {30644,-30644}
minimo {30643,-30643}
minimo {30642,-30642}
minimo {30641,-30641}
minimo {30640,-30640}
minimo {30639,-30639}
minimo {30638,-30638}
minimo {30637,-30637}
minimo {30636,-30636}
minimo {30635,-30635}
minimo {30634,-30634}
minimo {30633,-30633}
minimo {30632,-30632}
minimo {30631,-30631}
minimo {30630,-30630}
minimo {30629,-30629}
minimo {30628,-30628}
minimo {30627,-30627}
minimo {30626,-30626}
minimo {30625,-30625}
minimo {30624,-30624}
minimo {30623,-30623}
minimo {30622,-30622}
minimo {30621,-30621}
minimo {30620,-30620}
minimo {30619,-30619}
minimo {30618,-30618}
minimo {30617,-30617}
minimo {30616,-30616}
minimo {30615,-30615}
minimo {30614,-30614}
minimo {30613,-30613}
minimo {30612,-30612}
minimo {30611,-30611}
minimo {30610,-30610}
minimo {30609,-30609}
minimo {30608,-30608}
minimo {30607,-30607}
minimo {30606,-30606}
minimo {30605,-30605}
minimo {30604,-30604}
minimo {30603,-30603}
minimo {30602,-30602}
minimo {30601,-30601}
minimo {30600,-30600}
minimo {30599,-30599}
minimo {30598,-30598}
minimo {30597,-30597}
minimo {30596,-30596}
minimo {30595,-30595}
minimo {30594,-30594}
minimo {30593,-30593}
minimo {30592,-30592}
minimo {30591,-30591}
minimo {30590,-30590}
minimo {30589,-30589}
minimo {30588,-30588}
minimo {30587,-30587}
minimo {30586,-30586}
minimo {30585,-30585}
minimo {30584,-30584}
minimo {30583,-30583}
minimo {30582,-30582}
minimo {30581,-30581}
minimo {30580,-30580}
minimo {30579,-30579}
minimo {30578,-30578}
minimo {30577,-30577}
minimo {30576,-30576}
minimo {30575,-30575}
minimo {30574,-30574}
minimo {30573,-30573}
minimo {30572,-30572}
minimo {30571,-30571}
minimo {30570,-30570}
minimo {30569,-30569}
minimo {30568,-30568}
minimo {30567,-30567}
minimo {30566,-30566}
minimo {30565,-30565}
minimo {30564,-30564}
minimo {30563,-30563}
minimo {30562,-30562}
minimo {30561,-30561}
minimo {30560,-30560}
minimo {30559,-30559}
minimo {30558,-30558}
minimo {30557,-30557}
minimo {30556,-30556}
minimo {30555,-30555}
minimo {30554,-30554}
minimo {30553,-30553}
minimo {30552,-30552}
minimo {30551,-30551}
minimo {30550,-30550}
minimo {30549,-30549}
minimo {30548,-30548}
minimo {30547,-30547}
minimo {30546,-30546}
minimo {30545,-30545}
minimo {30544,-30544}
minimo {30543,-30543}
minimo {30542,-30542}
minimo {30541,-30541}
minimo {30540,-30540}
minimo {30539,-30539}
minimo {30538,-30538}
minimo {30537,-30537}
minimo {30536,-30536}
minimo {30535,-30535}
minimo {30534,-30534}
minimo {30533,-30533}
minimo {30532,-30532}
minimo {30531,-30531}
minimo {30530,-30530}
minimo {30529,-30529}
minimo {30528,-30528}
minimo {30527,-30527}
minimo {30526,-30526}
minimo {30525,-30525}
minimo {30524,-30524}
minimo {30523,-30523}
minimo {30522,-30522}
minimo {30521,-30521}
minimo {30520,-30520}
minimo {30519,-30519}
minimo {30518,-30518}
minimo {30517,-30517}
minimo {30516,-30516}
minimo {30515,-30515}
minimo {30514,-30514}
minimo {30513,-30513}
minimo {30512,-30512}
minimo {30511,-30511}
minimo {30510,-30510}
minimo {30509,-30509}
minimo {30508,-30508}
minimo {30507,-30507}
minimo {30506,-30506}
minimo {30505,-30505}
minimo {30504,-30504}
minimo {30503,-30503}
minimo {30502,-30502}
minimo {30501,-30501}
minimo {30500,-30500}
minimo {30499,-30499}
minimo {30498,-30498}
minimo {30497,-30497}
minimo {30496,-30496}
minimo {30495,-30495}
minimo {30494,-30494}
minimo {30493,-30493}
minimo {30492,-30492}
minimo {30491,-30491}
minimo {30490,-30490}
minimo {30489,-30489}
minimo {30488,-30488}
minimo {30487,-30487}
minimo {30486,-30486}
minimo {30485,-30485}
minimo {30484,-30484}
minimo {30483,-30483}
minimo {30482,-30482}
minimo {30481,-30481}
minimo {30480,-30480}
minimo {30479,-30479}
minimo {30478,-30478}
minimo {30477,-30477}
minimo {30476,-30476}
minimo {30475,-30475}
minimo {30474,-30474}
minimo {30473,-30473}
minimo {30472,-30472}
minimo {30471,-30471}
minimo {30470,-30470}
minimo {30469,-30469}
minimo {30468,-30468}
minimo {30467,-30467}
minimo {30466,-30466}
minimo {30465,-30465}
minimo {30464,-30464}
minimo {30463,-30463}
minimo {30462,-30462}
minimo {30461,-30461}
minimo {30460,-30460}
minimo {30459,-30459}
minimo {30458,-30458}
minimo {30457,-30457}
minimo {30456,-30456}
minimo {30455,-30455}
minimo {30454,-30454}
minimo {30453,-30453}
minimo {30452,-30452}
minimo {30451,-30451}
minimo {30450,-30450}
minimo {30449,-30449}
minimo {30448,-30448}
minimo {30447,-30447}
minimo {30446,-30446}
minimo {30445,-30445}
minimo {30444,-30444}
minimo {30443,-30443}
minimo {30442,-30442}
minimo {30441,-30441}
minimo {30440,-30440}
minimo {30439,-30439}
minimo {30438,-30438}
minimo {30437,-30437}
minimo {30436,-30436}
minimo {30435,-30435}
minimo {30434,-30434}
minimo {30433,-30433}
minimo {30432,-30432}
minimo {30431,-30431}
minimo {30430,-30430}
minimo {30429,-30429}
minimo {30428,-30428}
minimo {30427,-30427}
minimo {30426,-30426}
minimo {30425,-30425}
minimo {30424,-30424}
minimo {30423,-30423}
minimo {30422,-30422}
minimo {30421,-30421}
minimo {30420,-30420}
minimo {30419,-30419}
minimo {30418,-30418}
minimo {30417,-30417}
minimo {30416,-30416}
minimo {30415,-30415}
minimo {30414,-30414}
minimo {30413,-30413}
minimo {30412,-30412}
minimo {30411,-30411}
minimo {30410,-30410}
minimo {30409,-30409}
minimo {30408,-30408}
minimo {30407,-30407}
minimo {30406,-30406}
minimo {30405,-30405}
minimo {30404,-30404}
minimo {30403,-30403}
minimo {30402,-30402}
minimo {30401,-30401}
minimo {30400,-30400}
minimo {30399,-30399}
minimo {30398,-30398}
minimo {30397,-30397}
minimo {30396,-30396}
minimo {30395,-30395}
minimo {30394,-30394}
minimo {30393,-30393}
minimo {30392,-30392}
minimo {30391,-30391}
minimo {30390,-30390}
minimo {30389,-30389}
